Image Reference,Treatment Rank,Treatment ID,Name,BB,BP,SB,VB,CycleRAP Score
Project1TPYLor4_1.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_2.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.073107457644139,10.07310745764414
Project1TPYLor4_2.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_2.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_3.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.073107457644139,10.07310745764414
Project1TPYLor4_3.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_3.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_4.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.073107457644139,10.07310745764414
Project1TPYLor4_4.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_4.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_5.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.073107457644139,10.07310745764414
Project1TPYLor4_5.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_5.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_6.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.073107457644139,10.07310745764414
Project1TPYLor4_6.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_6.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_7.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_7.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_7.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_8.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.5840809162541309,9.58408091625413
Project1TPYLor4_9.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_10.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_11.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_12.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_13.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_13.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_13.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_14.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_14.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_14.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_15.jpg,1,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.913564120091094,12.713564120091092
Project1TPYLor4_15.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,2.758811162728383,13.558811162728382
Project1TPYLor4_15.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_16.jpg,1,19,Improve delineation,2.25,2.25,4.5,2.4314101503192433,11.431410150319243
Project1TPYLor4_16.jpg,2,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,0.7485781385953946,11.548578138595394
Project1TPYLor4_16.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.0792351838375278,11.879235183837526
Project1TPYLor4_17.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_17.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_17.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_18.jpg,1,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.913564120091094,12.713564120091092
Project1TPYLor4_18.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,2.758811162728383,13.558811162728382
Project1TPYLor4_18.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_19.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_19.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_19.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_20.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_20.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_20.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_21.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_21.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_21.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_22.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_22.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_22.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_23.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_23.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_23.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_24.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_24.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_24.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_25.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_25.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_25.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_26.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_27.jpg,1,19,Improve delineation,2.25,2.25,4.5,2.233780003647218,11.233780003647219
Project1TPYLor4_28.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_29.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_30.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_31.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_32.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.6271749888151286,9.627174988815128
Project1TPYLor4_33.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_34.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_35.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_35.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_35.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_36.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_36.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_36.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_37.jpg,1,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.913564120091094,12.713564120091092
Project1TPYLor4_37.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,2.758811162728383,13.558811162728382
Project1TPYLor4_37.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_38.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_38.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_38.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_39.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_39.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_39.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_40.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_40.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_40.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_41.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_41.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_41.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_42.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_42.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_42.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_43.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_43.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_43.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_44.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_44.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_44.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_45.jpg,1,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.913564120091094,12.713564120091092
Project1TPYLor4_45.jpg,2,19,Improve delineation,2.25,2.25,4.5,4.48580752874519,13.485807528745191
Project1TPYLor4_45.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,2.758811162728383,13.558811162728382
Project1TPYLor4_46.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_46.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_46.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_47.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_47.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_47.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_48.jpg,1,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,5.3999999999999995,1.913564120091094,12.713564120091092
Project1TPYLor4_48.jpg,2,19,Improve delineation,2.25,2.25,4.5,4.48580752874519,13.485807528745191
Project1TPYLor4_48.jpg,3,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,5.3999999999999995,2.758811162728383,13.558811162728382
Project1TPYLor4_49.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_50.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.7744017331006514,10.774401733100651
Project1TPYLor4_51.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_52.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.7055885208203831,9.705588520820383
Project1TPYLor4_63.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_63.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_64.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_64.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_65.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_65.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_66.jpg,1,2,Upgrade existing facility to an on-road bicycle lane with safety barrier (Adjacent road lane 0-1m),2.25,2.25,4.5,0.0,9.0
Project1TPYLor4_66.jpg,2,26,Install traffic calming (mph),2.25,2.25,4.5,1.620211686037039,10.620211686037038
Project1TPYLor4_66.jpg,3,25,Install traffic calming (km/h),2.25,2.25,4.5,2.335881007848941,11.335881007848942
Project1TPYLor4_67.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_67.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_70.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_70.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_71.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_72.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.7184437459211004,10.7184437459211
Project1TPYLor4_73.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_74.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_74.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_74.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_75.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_76.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_77.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_78.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.6833369006457843,9.683336900645784
Project1TPYLor4_79.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.7184437459211004,10.7184437459211
Project1TPYLor4_80.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_80.jpg,2,25,Install traffic calming (km/h),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_80.jpg,3,26,Install traffic calming (mph),2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,8.1
Project1TPYLor4_81.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.9020461086826077,10.902046108682608
Project1TPYLor4_82.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_83.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_84.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.5188274678376047,9.518827467837605
Project1TPYLor4_89.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_89.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_90.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_90.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_91.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_91.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_92.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_92.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_99.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_99.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
