Adjacent Road Lane 0-1m,Adjacent Road Lane 1-3m,Adjacent Severe Hazard 0-1m,Adjacent Severe Hazard 1-3m,Adjacent Sidewalk 0-1m,Adjacent Sidewalk 1-3m,Adjacent Vehicle Parking 0-1m,Adjacent Vehicle Parking 1-3m,Adjacent object or level change 0-1m,Adjacent object or level change 1-3m,Area type,BB Band,BP Band,Bicycle/LV speed differential,Bicycle/LV speed – average,Crossing Facility,Curvature,Delineation,Facility Type,Facility Width per Direction,Facility access,Fixed Obstacle on Facility,Flow Direction,Grade,Heavy vehicle flow,Intersecting Bicycle Facility,Intersection Approach,Intersection or Road Crossing,Light Segregation,Loose or slippery surface,Major Surface Deformation or Drain Opening,Non-Fixed Obstacle on Facility,Number of lanes – adjacent road,Number of lanes – intersecting road,Observed proportion of cargo bikes and mopeds,Overall Risk Level Band,Peak bicycle/LV traffic flow,Peak pedestrian flow along or across facility,Pedestrian Crossing,Property Access,Road AADT,Road operating speed (mean),Road operating speed (unit),Road speed limit,SB Band,Street Lighting,Tram or Train Rails,VB Band,Width Restriction
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,35.8,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,35.8,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,35.8,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,4.5,1,50,1,1,2,1,2
1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,4.5,1,50,1,1,2,1,2
1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,41.1,1,50,1,1,2,1,2
1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,41.1,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,41.1,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,30.0,1,50,1,1,2,1,2
1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,3,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.0,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,3,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.0,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,3,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,32.0,1,50,1,1,2,1,1
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,6000,32.0,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,32.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6000,32.0,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,4.5,1,50,1,1,2,1,2
1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,6,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,6000,24.0,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,6000,24.0,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,29.5,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.7,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,15.7,1,50,1,1,2,1,2
2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,3,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,15.7,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.7,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,31.6,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,31.6,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,31.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,6000,31.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,6000,20.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,20.9,1,50,1,1,2,1,1
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,6000,25.8,1,50,1,1,2,1,2
1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,6000,23.6,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,23.6,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,23.6,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,23.6,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,23.6,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,23.6,1,50,1,1,2,1,1
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,6000,23.6,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,23.6,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,23.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,23.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,15.6,1,50,1,1,2,1,1
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,2.1,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,2.1,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.5,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,34.3,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,34.3,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,34.3,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,34.3,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,34.3,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,34.3,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,6000,4.1,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,6,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,6000,4.1,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,1.1,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,32.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,16.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,16.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,6000,16.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,17.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,17.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,17.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,6000,17.6,1,50,1,1,2,1,1
1,2,2,2,2,2,2,2,1,2,4,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,17.6,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,47.2,1,50,1,1,2,1,1
2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,41.0,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,16.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,17.5,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,6000,29.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,6000,18.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.9,1,50,1,1,2,1,2
2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,18.9,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,6000,0.9,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,1.4,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,26.5,1,50,1,1,2,1,2
2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,26.5,1,50,1,1,2,1,2
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,6000,26.5,1,50,1,1,2,1,2
1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,9.7,1,50,1,1,2,1,2
2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,6000,4.8,1,50,1,1,2,1,2
